Intel Name,Intel Source,Intel Source Link,Intel Summary,Impact,Date of Scan,Intel Push to ATS
Lazarus APT, Malwarebytes, https://blog.malwarebytes.com/threat-intelligence/2022/01/north-koreas-lazarus-apt-leverages-windows-update-client-github-in-latest-campaign/, This attack including a clever use of Windows Update to execute the malicious payload and GitHub as a command and control server by North Korean APT. , HIGH,2022-02-02, Yes
BotenaGo Malware, AT&T, https://cybersecurity.att.com/blogs/labs-research/botenago-strike-again-malware-source-code-uploaded-to-github, BotenaGo malware source code is now available to any malicious hacker or malware developer. With only 2 891 lines of code  BotenaGo has the potential to be the starting point for many new variants and new malware families using its source code. Alien Labs expects to see new campaigns based on BotenaGo variants targeting routers and IoT devices globally., MEDIUM,2022-02-02, Yes
Belarusian Cyber-Partisans group attack national railways, Curated Intel, https://www.curatedintel.org/2022/01/hacktivist-group-shares-details-related.html, Belarusian hacktivist group aka Belarusian Cyber-Partisans claimed responsibility for a limited attack against the national railway company. A primary objective of the attack  they claimed  was aimed at hindering Russian troop movements inside Belarus. Initial access via BlueKeep RCE (CVE-2019-0708) in RDP in a Windows Server 2008 R2 system. Used the 3proxy[.]ru service to launch attacks from a VPS. Use of Mimikatz to dump LSASS  etc.., LOW,2022-02-01, Yes
WaspLocker Ransomware, Cyfirma, https://www.cyfirma.com/outofband/ransomware-report-wasplocker/, WaspLocker is a ransomware which encrypts files on your system with AES+RSA encryption and append the encrypted files with .0.locked extension and put them in a folder with extension .locked. It spreads via phishing  spear phishing  and social engineering tactics., LOW,2022-02-01, Yes
APT 27 targetting German Companies, Federal Office_German Government, https://www.verfassungsschutz.de/SharedDocs/publikationen/DE/cyberabwehr/2022-01-bfv-cyber-brief.pdf?__blob=publicationFile&v=10  https://therecord.media/german-government-warns-of-apt27-activity-targeting-local-companies/, German government informed about a Chinese cyberespionage campaign who have been targetting german companies by exploiting vulnerabilities in Microsoft exchange and ZOHO Self service. In this campaign HyperBro malware was used., LOW,2022-02-01, Yes
Log4j 4 IP's, Internal, Internal Investigations, IP address linked to Log4j vulnerability, HIGH,2022-01-31, Yes
KONNI RAT, MalwareBytes, https://blog.malwarebytes.com/threat-intelligence/2022/01/konni-evolves-into-stealthier-rat/, KONNI is a Remote Administration Tool that has being used for at least 8 years. The North Korean threat actor that is using this piece of malware has being identified under the Kimsuky umbrella. KONNI Rat is being actively developed  and new samples are now including significant updates., HIGH,2022-01-31, Yes
Prophet Spider exploiting Log4j Vulnerability, Blackberry, https://blogs.blackberry.com/en/2022/01/log4u-shell4me, Blackberry Research team have discovered an correlating attack by Prophet Spider group with exploitation of Log4j vulnerability in VMware Horizon. Researchers also claimed to have spotted Propjer Spider TTPs as sell network access to other criminals  including ransomware gangs. Despite VMware's patch and subsequent guidance  many implementations remain unpatched  leaving them susceptible to exploitation., HIGH,2022-01-31, Yes
Chaes Banking Trojan, Avast, https://decoded.avast.io/anhho/chasing-chaes-kill-chain/, Researchers from Avast discovered that Chaes banking Trojan has been actively spreading since November 2020. Chaes is its multi-stage distribution method  which makes use of programming frameworks such as JScript  Python  and NodeJS  binary files written in Delphi  as well as malicious Google Chrome extensions  among other things., HIGH,2022-01-31, Yes
Midas Ransomware, Sophos, https://news.sophos.com/en-us/2022/01/25/windows-services-lay-the-groundwork-for-a-midas-ransomware-attack/  https://github.com/sophoslabs/IoCs/blob/master/Ransomware-Midas.csv, An attack on technology vendor was identified and the ransomware behind it was Midas. Midas Ransomware Attack Highlights the Risks of Limited Access Controls and “Ghost” Tools. The attackers were able to spend nearly two months undetected in a target's environment., MEDIUM,2022-01-28, Yes
AsyncRAT, Morphisec, https://blog.morphisec.com/asyncrat-new-delivery-technique-new-threat-campaign, Morphisec researchers have identified a new  sophisticated campaign delivery evading multiple AVs. Through a simple email phishing tactic with an html attachment  threat attackers are delivering AsyncRAT (a remote access trojan) designed to remotely monitor and control its infected computers through a secure  encrypted connection., MEDIUM,2022-01-28, Yes
Analysis of a Management IP Address linked to Molerats APT, Team Cymru, https://team-cymru.com/blog/2022/01/26/analysis-of-a-management-ip-address-linked-to-molerats-apt/, Team Cymru have analysed management of IP addresses which were linked to Molerats APT. These were higher order infrastructure  utilizing IP addresses assigned to Palestinian providers. Additionally the targets identified were Israel and Saudi Arabia., MEDIUM,2022-01-28, Yes
DazzleSpy macOS malware, WeLiveSecurity, https://www.welivesecurity.com/2022/01/25/watering-hole-deploys-new-macos-malware-dazzlespy-asia/, ESET rersearchers discovered a new watering hole attack targeting macOS users and visitors of a pro-democracy radio station website in Hong Kong and infecting them with the DazzleSpy malware., MEDIUM,2022-01-27, Yes
TrickBot Invoices, Cofense, https://cofense.com/blog/trickbot-malware-delivered-as-invoicess, In the new campaign TrickBot is taking advantage of supply chain delays and sending the phishing emails to users with an invoice attachment claiming to be from USPS. This TrickBot campaign demonstrates more effort than past campaigns relative to design  and more  in the email itself. Most of the time  the style for TrickBot campaign emails is relatively simple and can be easily spotted as suspicious., HIGH,2022-01-27, Yes
WhisperGate TTP_Seeder Queries, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-01-26, Yes
PKEXEC LPE/CVE-2021-4034_Seeder Queries, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, MEDIUM,2022-01-26, Yes
APT36/Earth Karkaddan, Trend Micro, https://www.trendmicro.com/en_us/research/22/a/investigating-apt36-or-earth-karkaddans-attack-chain-and-malware.html, According to Trend Micro researchers  the suspected Pakistani threat actor group APT36 aka Earth Karkaddan has expanded its malware arsenal by adding a new Android Rat malware -CapraRAT., HIGH,2022-01-25, Yes
OceanLotus APT attack, QI-ANXIN Threat Intelligence Center, https://mp.weixin.qq.com/s/1L7o1C-aGlMBAXzHqR9udA, The state-sponsored threat actor group known as OceanLotus is using the web archive file format to evade system detection while delivering backdoors for intrusion. A report from QI-ANXIN Threat Intelligence Center claims that OceanLotus’s campaign is actively using web archive files (.MHT and .MHTML) for its attacks., HIGH,2022-01-25, Yes
BRATA RAT malware, Cleafy Labs, https://www.cleafy.com/cleafy-labs/how-brata-is-monitoring-your-bank-account, Researchers from Cleafy have tracked BRATA malware and have documented its evolution in terms of both new targets and new features., MEDIUM,2022-01-25, Yes
Trickbot's new evasion technique, IBM, https://securityintelligence.com/posts/trickbot-bolsters-layered-defenses-prevent-injection/, As per securityintelligence researchers TrickBot operators have been escalating activity. As part of that escalation  malware injections have been fitted with added protection to keep researchers out and get through security controls. , HIGH,2022-01-25, Yes
STRRAT Malware, Fortinet, https://www.fortinet.com/blog/threat-research/new-strrat-rat-phishing-campaign, Researchers at Fortinet has identified an email which was subsequently found to harbor a variant of the STRRAT malware as an attachment. STRRAT is a multi-capability Remote Access Trojan that dates to at least mid-2020. Unusually it is Java-based and is typically delivered via phishing email to victims., MEDIUM,2022-01-25, Yes
Infected PowerPoint Files Using Cloud Services to Deliver Multiple Malware, Netskope, https://www.netskope.com/blog/infected-powerpoint-files-using-cloud-services-to-deliver-multiple-malware, Researchers at Netspoke has identified an increase in the usage of one specific file type from the Microsoft Office suite: PowerPoint. These relatively small files are being delivered through phishing emails then downloading and executing malicious scripts through LoLBins a common technique often used to stay under the radar., MEDIUM,2022-01-25, Yes
Emotet Spam, Trend Micro, https://www.trendmicro.com/en_us/research/22/a/emotet-spam-abuses-unconventional-ip-address-formats-spread-malware.html, Trend Micro research team spotted the new ransomware family named 'White Rabbit' which discretely making a name for itself by executing an attack on a local US bank in December 2021. The ransomware copies the hiding capability from Egregor and carries a potential connection to the APT group FIN8., HIGH,2022-01-24, Yes
AIKIDO C2_Seeder Queries - 24/01/2022, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-01-24, Yes
MoonBounce Implant_Seeder Queries, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-01-24, Yes
DDoS IRC Bot Malware, ASEC, https://asec.ahnlab.com/en/30755/, ASEC Research Team has discovered that DDoS IRC Bot strains disguised as adult games are being installed via webhards. Webhards are platforms commonly used for the distribution of malware in Korea  where njRAT and UDP Rat were distributed in the past., LOW,2022-01-24, Yes
DTPacker, Proofpoint, https://www.proofpoint.com/us/blog/threat-insight/dtpacker-net-packer-curious-password-1, Researchers at Proofoint has identified a malware packer which researchers have dubbed as 'DTPacker'. The malware is typically used to pack remote access trojans that can be used to steal information and load follow-on payloads such as ransomware. , MEDIUM,2022-01-24, Yes
